ID,SQ1,SQ2_1,SQ2_2,SQ3,A1,A2,A3,A4,A5,B1,B2,B3,B4,B4_ETC,B5,B6,B6_ETC,B7,B7_ETC,B8,B9,B10,B11,B12,B13,B13_ETC,B14_1,B14_2,B14_3,B14_4,B15,B16_1,B16_2,B16_3,B16_4,B17_1,B17_2,B17_3,B18_1,B18_2,B18_3,B19_1,B19_2,B19_3,B20,B20_ETC,C1,C1_ETC,C2,C3,C3_ETC,C4,C5,C6_1,C6_2,C6_3,C6_4,C6_ETC,C7,C8,C9_1,C9_2,C9_3,C9_ETC,C10_1,C10_2,C10_3,C10_4,C10_5,C10_6,C10_7,C10_8,C10_9,C10_ETC,C11_1,C11_2,C11_3,C11_ETC,C12,C12_ETC,C13_1,C13_2,C14,C14_ETC,C15_1,C15_2,C16,C17_1,C17_2,C17_3,C17_4,C17_5,C18_1,C18_2,C18_3,C18_4,C19_1,C19_2,C19_3,C19_4,C20_1,C20_2,C20_3,C20_4,C21_1,C21_2,C21_3,C21_ETC,C22,C22_ETC,D1,D2,D3,D4,D5_1,D5_2,D5_3,D5_4,D5_5,D5_6,D5_7,D5_8,D5_9,D5_10,D5_11,D5_12,SUM_D5,D5_ETC,D6,D7,D8_1,D8_2,D8_3,D8_4,D8_5,D8_6,D8_7,D8_ETC,D9_1,D9_2,D9_3,D9_ETC,D10,D11,D12,D13_1,D13_2,D13_3,D13_4,D14_1,D14_2,D14_3,D15_1,D15_2,D15_3,D16_1,D16_2,D16_3,D17,D17_ETC,E1_1,E1_2,E1_3,E1_4,E1_5,E1_6,E1_7,E1_8,E1_ETC,E2_1,E2_2,E2_3,E2_ETC,E3,E3_ETC,E4_1,E4_2,E4_3,E4_4,E4_5,E4_6,E4_7,E4_8,E4_9,E4_10,E4_ETC,E5_1,E5_2,E5_3,E5_4,E5_5,E5_6,E5_7,E5_8,E5_9,E5_ETC,E6,E7_1,E7_2,E7_3,E7_4,E7_5,E7_6,E7_7,E7_8,E7_9,E7_ETC,E8,E8_ETC,E9_1,E9_2,E9_3,E10,E11,E11_ETC,E12,E13_1,E13_2,E13_3,E13_ETC,E14,E15_1,E15_2,E15_3,E15_4,E16_1,E16_2,E16_3,E17_1,E17_2,E17_3,E18_1,E18_2,E18_3,E19,E19_ETC,F1,F2,F2_1,F3,F4,F5,F5_ETC,F6_1,F6_2,F6_ETC,F7,F8,F8_ETC,F9_1,F9_2,F9_3,F9_4,F9_5,F9_6,F9_7,F9_8,F9_9,F9_10,F9_ETC,F10,F11,F11_ETC,F12_1,F12_2,F12_3,F12_4,F12_5,F13,F14,F15,F16,G1_1,G1_2,G1_3,G1_ETC,G2_1,G2_2,G2_ETC,G3_1,G3_2,G3_3,G3_4,G3_5,G3_6,G3_7,G3_8,G3_9,G4_1,G4_2,G4_3,G4_4,G4_5,G4_6,G4_7,G4_8,G4_9,G4_10,G4_11,G4_12,G4_13,G4_14,G4_15,G5_1,G5_2,G5_3,G5_4,G5_5,G5_6,G5_7,G5_8,G5_9,G5_ETC,G6_1,G6_2,G6_3,G6_4,G6_5,G6_6,G6_ETC,G7_1,G7_2,G7_3,G7_4,G7_5,G8,G8_ETC,G9_1,G9_2,G9_ETC,G10,G11_1,G11_2,G11_3,G11_ETC,G12_1,G12_2,G12_3,G13,G14,G15,G16,G17,H1,H2,H3,H3_ETC,H4_1,H4_2,H4_3,H4_4,H4_5,H4_6,H4_7,H4_8,H4_9,H4_ETC,H5_1,H5_2,H5_3,H5_4,H5_5,H5_6,H5_7,H5_8,H5_9,H5_ETC,H6,H7,H8_1,H8_2,H8_3,H8_4,H8_5,H8_6,H8_ETC,H9_1,H9_1_ETC,H9_2,H9_2_ETC,H9_3,H9_3_ETC,H9_4,H9_4_ETC,H9_5,H9_5_ETC,H10,H11_1,H11_2,H12,H13,H14,H15,H16,H16_ETC,H17,H18_1,H18_2,H18_ETC,I1_1,I1_2,I1_3,I1_4,I1_5,I2_1,I2_2,I3_1,I3_2
2366,1,31,4,6,1,3,3,2,,6,3,3,,,,,,,,,,,4,2,4,,,,,4,2,,,3,,,,2,,,1,3,3,4,4,지원금,2,,2,2,,2,7000,30,70,0,0,,,1,8,3,1,,,,,,,,,,9,,9,,,,3,부산,10,0,3,부산,3,3,3,1,,3,,,2,,2,,3,,3,,3,3,3,3,1,3,4,,2,,1,,,,30,10,0,2,5,0,0,0,10,0,0,50,107,쇼핑,20,1,1,,,,,,,,1,2,12,쇼핑,5,2,,,2,,,,2,,,3,,3,4,3,3,청년통장같은 정책이 더 많아져야함,,,3,,,,,,,9,2,6,,9,,1,,,,,,,,9,,전세대출,1,2,,,,,,,,,6000,,,,,,,,,9,,,,0,1000,0,5,1,,4,1,2,3,,2,1,,,,2,,,3,,,3,3,3,3,대출 지원,2,3,,1,4,5,,,,,3,,,,,,4,,,,,,,,2,,,3,3,3,3,3,2,,,3,1,4,3,,1,2,,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,6,,,,,,,2,,4,5,,3,1,2,3,,3,3,3,3,2,,,3,2,,8,,,,,,,,,,9,,,,,,,,,,9,,1,3,,,,,,6,,,,,,,,,,,,3,3,3,1,1,,3,7,,3,8,,,3,3,3,3,3,3,3,5,5
2367,2,39,5,24,1,3,3,2,,7,3,1,,,,,,,,,,,1,1,,,1,2,,,5,1,,,,2,,,1,,,3,3,3,1,,2,,2,3,,2,800,0,90,10,0,,100,1,8,7,1,,,2,,,,,,,,,1,3,7,,3,부산,20,8,3,부산,5,1,1,,,,,5,,,,,,,,,3,3,3,3,6,,,,1,,1,,,,50,10,5,5,5,0,0,5,5,50,0,0,135,,0,1,,,,,5,,,,2,5,1,,4,1,45,,,3,,,,2,,,3,2,2,2,3,왜 청년 지원밖에 없는지...중장년이 더 힘들다,,,,,,,,8,,,,,,,,1,2,,4,5,6,,8,,,,1,2,3,,,6,,,,,12000,,,,,,,7,,,,6,,800,0,0,3,,,1,2,6,1,,2,,,,4,,,,,,,3,3,3,1,,1,1,20,1,3,1,,,,,3,,,,,,4,,,7,,,,,2,,,3,2,3,2,2,1,1,,5,3,1,5,,9,,,4,3,3,4,3,2,2,2,1,1,,,4,,6,,,9,,,,,,,,,,4,,,,,,,1,,,,,,,4,,,,,1,,3,1,,2,5,4,9,,5,4,4,2,2,,,3,2,,1,,,,,,5,,,,,,,,,,,,,,9,,2,,,,,,,6,,,,,,,,,,,,1,1,2,2,,,3,5,,4,3,4,,1,1,3,2,2,3,3,0,0
2368,2,26,3,13,4,1,3,2,,5,1,,1,,4,1,,3,,1,,4,,,,,,2,3,,4,,2,,,,2,,,1,,4,3,4,1,,2,,4,2,,2,,,,,,,,1,2,4,8,,,,,,,,,,,,,,,,1,,26,4,1,,4,5,4,1,2,,,,2,2,,,1,1,,,4,5,4,5,2,1,4,,2,,7,220,60,0,,,,,,,,,,,,,,,0,,,,,,,,,,2,1,5,,4,2,,,2,,,,1,,,,,4,5,4,2,,1,2,,,5,,,,,5,2,8,,5,,1,,,4,,,,,,,,1,,,,,6,,,,,1000,1,2,,,5,,,,,,6,,0,500,0,4,1,,4,1,2,5,,2,,,,4,,,,,,,4,5,4,2,,3,3,,2,4,5,,,,,2,1,,,,,,,,,,,10,,5,2,,3,4,4,3,5,2,,,4,5,1,9,,5,1,,3,4,3,4,3,2,4,3,3,,,,,5,,,,,,,,,,,,,,,,,,,9,,,,,,,6,,,,,,,1,,3,5,,3,3,9,6,,3,5,4,3,2,,,3,2,,8,,,,,,,,,,9,,,,,,,,,,9,,1,1,,,,,,6,,,,,,,,,,,,3,3,2,2,,,4,3,,3,3,6,,4,3,5,3,4,4,3,8,6
2369,1,30,4,6,1,3,3,2,,5,1,,1,,4,1,,3,,2,,3,,,,,,,,4,5,,,,4,,,,,,,4,3,5,1,,2,,2,2,,2,10500,20,80,0,0,,,2,3,1,7,,,2,,,,,,,,,1,7,6,,2,,2,8,2,,4,3,3,,,,,5,,,,,,,,,5,5,5,5,1,2,3,,3,,2,200,,,30,30,10,7,11,0,0,10,10,10,0,0,118,,0,1,1,,,,,,,,2,5,4,,4,2,,,,3,,,,1,,,,5,5,5,2,,,2,,,,,,,,2,5,8,,1,,1,,3,,,,,,,,,1,2,,,,,,,,,8600,,,,,,,,,9,,,,10500,200,500,4,1,,2,2,5,1,,2,,,,4,,,,,,,5,4,4,1,,3,3,,1,3,1,,,,,3,,,,,,4,,,,,,,,3,2,,3,2,4,4,3,2,,,4,1,5,8,,1,2,,2,2,3,3,2,4,1,1,2,1,,,,5,6,,,,,,,,,,,,,,,,,,9,,,,,,,6,,,,,,,2,,1,3,,2,9,4,1,,4,4,4,2,2,,,4,2,,1,,,,,,,,,,9,,,,,,,,,8,,,2,,,,,,,6,,,,,,,,,,,,2,2,2,2,,,4,1,,3,4,3,,2,2,2,2,2,3,4,2,2
2370,2,23,2,8,3,1,3,2,,5,1,,1,,3,1,,14,통계,2,,3,,,,,,,,4,3,,2,3,,,2,2,,1,1,4,4,4,3,,1,,6,1,,,,,,,,,,2,3,1,4,,,,,,,,,,,,,,,,1,,23,11,1,,4,3,4,,,3,,,,,2,,,,1,,5,4,4,4,6,,,,1,,7,180,50,10,,,,,,,,,,,,,,,0,,,,,,,,,,1,9,3,,4,2,,,,3,,,,2,,,1,4,4,4,2,,1,2,,,,,,,,9,2,8,,9,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,9,,,,0,500,0,4,1,,4,2,1,5,,2,,,,4,,,,,,,4,4,4,2,,3,3,,2,4,2,,4,5,,1,1,,1,2,3,4,,,,,,,,3,2,,4,4,4,4,4,2,,,4,3,7,9,,4,2,,2,2,2,2,2,1,1,1,1,,,,,,,,,,,,,,,15,,,,,,,,,9,,,,,,,6,,,,,,,1,,1,3,,3,2,6,9,,3,4,4,4,2,,,4,1,4,1,,,,,,,,,,9,,,,,,,,,,9,,2,,,,,,,6,,,,,,,,,,,,1,4,4,2,,,4,1,,,3,5,,2,3,3,3,3,3,4,8,8
2372,2,25,3,18,4,1,3,2,,5,1,,2,,2,2,,14,도서관,2,,4,,,,,,,3,,5,,,,4,,,,,,,4,2,5,2,,2,,3,3,,2,,,,,,,,2,11,3,4,,,,,,,,,,,,,,,,1,,25,7,1,,5,1,3,,,,,5,,,,,,,,,5,5,5,5,4,2,1,,1,,2,200,200,0,,,,,,,,,,,,,,,0,,,,,,,,,,12,5,2,대출금,1,1,30,1,2,3,,1,2,2,,3,3,5,5,2,2,,,,,,,,,8,,,,,,,,1,,,4,,,,8,,,,,,,,5,,,,,,4500,,,,,5,,7,,,,4,,0,0,0,4,1,,1,2,6,3,,2,1,,,,1,,,,,,3,3,3,1,,1,3,,1,2,2,,1,2,,1,4,,,,,4,,6,,,,,,3,1,,3,2,4,2,2,2,,,3,1,6,10,,8,2,종합비타민섭취,2,2,1,2,2,2,1,2,2,,,,,,,,,,,,,,,15,,,,,,,,,9,,,,,,,6,,,,,,,2,,1,3,,4,,,,,4,2,2,3,2,,,4,1,2,1,,,,,,5,,,,,,,,,,,,,8,,,1,5,,,,,,6,,,,,,,,,,,,2,4,3,2,,,3,1,,2,3,2,,1,2,2,2,2,4,4,2,1
2373,1,20,2,14,3,3,1,2,,5,2,,5,,,,,12,,2,1,3,,,,,1,2,3,,2,1,2,3,,1,1,1,,,,4,4,4,2,,6,하숙,3,3,,1,250,20,60,20,0,,20,1,1,4,10,,,,,,,6,,,,,,,,,1,,10,1,1,,3,3,4,1,,,,,1,,,,,,,,3,3,3,3,2,4,1,,2,,3,20,,,2,2,2,2,2,2,2,2,2,2,2,0,22,,0,1,,2,,,,,,,1,2,3,,3,1,50,1,2,3,,1,1,1,,,,3,3,3,2,,1,2,3,,5,6,,,,1,3,4,,6,,,2,,,,,,,,,,,,,,,6,,,,,2,1,,,,,,,,,,1,,200,0,0,3,,,3,4,3,2,,1,,2,,,,1,,,,,3,3,3,2,,4,2,,1,4,5,,,,,6,,,1,2,,,5,,,,,,,2,,,5,5,5,5,5,1,1,,3,1,2,10,,1,2,,3,3,3,3,3,3,3,3,3,,,,4,5,6,,,,,,,,,,,,3,,,,,,,,,,,4,,,,,,,3,,1,,1,4,,4,,,,,5,5,5,5,2,,,5,2,,4,,,,,,,,7,,,,,,,,,,,8,,,1,2,,,,4,,,,,,,,,,5,,,,1,1,1,2,,,5,5,,5,4,3,,5,5,5,5,5,5,5,10,10
2375,2,28,3,8,1,2,3,2,,6,1,,1,,5,1,,1,,2,,3,,,,,,2,,,3,,,3,,,,2,,,1,3,3,3,1,,2,,1,3,,2,1000,100,0,0,0,,70,2,1,2,4,,1,,,,,,,,,,2,4,1,,1,,3,0,1,,3,3,3,,2,,,,,2,,,,1,,,3,3,3,3,2,3,4,,1,,3,380,30,0,,,,,,,,,,,,,,,500,1,1,,3,,,,,,2,1,5,,3,1,10,,2,,,,2,,,1,,3,3,3,1,,1,,,,,,,,,1,2,4,,2,,1,,,,,,,,,,,1,2,,,,,,,,,2000,,,,,,,,,9,,,,0,200,0,3,,,3,2,5,6,,2,,2,,,,2,,,1,,3,3,3,1,,3,3,,2,4,5,,,,,2,6,,,,,4,,,,,,,,3,2,,3,3,3,3,4,2,,,3,2,1,3,,6,4,,2,2,2,2,2,3,3,3,3,,,,,,6,,,,,,,,,,,2,,,,,,,,,,,,,,6,,,,,,,1,,3,2,,3,2,3,4,,3,3,3,3,2,,,3,2,,8,,,,,,,,,,9,,,,,,,,,,9,,2,,,,,,,6,,,,,,,,,,,,3,3,3,2,,,3,7,,,3,2,,3,3,3,3,3,3,3,5,5
2376,2,27,3,12,2,3,3,2,,3,1,,1,,6,1,,1,,2,,3,,,,,,,,4,4,,,,4,,,,,,,2,2,4,1,,2,,3,2,,2,15000,45,55,0,0,,,1,1,3,4,,,,3,,,,,,,,,,,,2,,3,4,2,,4,2,2,,,3,,,,,2,,,,1,,4,4,4,4,2,1,3,,2,,4,200,,,20,25,20,7,3,0,0,5,10,5,0,0,95,,0,2,,,,,,,,,2,1,3,,3,2,,1,,,,2,,,3,,,4,5,3,2,,1,2,,,,,,,,2,1,7,,9,,,,3,,,,,,,,,,2,,,,,,,,,8000,,,,,,,,,9,,,,5400,2000,0,3,,,3,1,2,3,,2,,,,4,,,,,,,4,4,4,2,,1,3,,1,4,5,,,,,4,,,,,,,,6,,,,,,4,1,,4,4,4,4,4,2,,,4,2,5,8,,1,3,,2,1,2,2,1,1,1,1,1,,,,,,,,,,,,,,,15,,,,,,,,,9,,,,,,,6,,,,,,,1,,4,5,,2,1,2,3,,2,2,2,4,2,,,4,1,2,1,,,,,,,,,,9,,,,,,,,,,9,,2,,,,,,,6,,,,,,,,,,,,2,3,3,2,,,2,1,,3,3,1,,1,2,2,2,2,4,4,7,7
2377,1,31,4,24,4,1,3,2,,5,1,,4,,6,1,,5,,2,,1,,,,,,,3,,4,,,,4,,,,,,,3,3,3,3,,1,,5,2,,2,,,,,,,,1,11,1,2,,,,,,,,,,,,,,,,2,,10,1,1,,4,2,3,,,,,5,,,,,,,,,3,3,3,3,4,3,2,,3,,3,150,30,0,,,,,,,,,,,,,,,0,,,,,,,,,,4,1,2,,4,2,,,,,4,,,,,,,3,3,3,2,,1,2,,,,,,,,1,2,5,,9,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,9,,,,0,1500,0,4,1,,3,2,1,3,,2,,,,4,,,,,,,3,3,3,2,,1,3,,2,4,5,,,,,4,,,,,,,,,,,9,,,3,2,,3,3,3,3,3,2,,,3,3,8,2,,1,3,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,6,,,,,,,3,,7,,,4,,,,,3,3,3,3,2,,,3,2,,8,,,,,,,,,,9,,,,,,,,,,9,,2,,,,,,,6,,,,,,,,,,,,3,3,3,2,,,3,7,,,8,,,3,3,3,3,3,3,3,5,5
2378,2,31,4,18,2,3,2,1,1,5,1,,1,,3,1,,12,,2,,2,,,,,,,,4,5,,,3,,,,1,,,,4,4,4,2,,2,,3,2,,2,9000,0,100,0,0,,,1,3,1,4,,,2,,,,6,,,,,,,,,1,,30,0,1,,4,4,2,1,2,3,4,,2,1,2,2,2,,3,3,3,4,4,4,4,3,2,,2,,1,190,,,80,20,5,0,11,14,50,1,2,0,0,0,183,,0,1,1,,3,4,5,,,,1,5,6,,3,2,,1,2,3,,2,2,1,3,1,,4,4,5,2,,1,2,,,,,,,,8,2,9,,1,,,,3,,,6,,,,,,,2,3,,,,,,,,9100,,,,,,,,,9,,,,9000,1500,14,1,,,1,2,1,3,,1,1,,,,2,,,3,,,4,3,4,2,,5,3,,1,2,1,,,,,4,,,1,2,3,4,5,6,7,,,,,4,3,,2,1,3,2,2,1,1,,4,2,3,1,,4,5,,2,2,4,3,4,2,2,2,1,,,,4,5,6,,,,,11,,,,,,2,,4,,,,,,,,,3,,,,,,,2,,,1,,3,5,,3,2,3,9,,3,4,4,2,2,,,4,1,2,1,,,2,,,,,,,,,,,,,,,,8,,,1,2,,,,,,6,,,,,,,,,,,,2,2,4,2,,,4,5,,1,7,3,SMS,1,2,1,1,1,3,3,3,2
2379,1,25,3,20,3,1,3,2,,5,1,,1,,2,2,,1,,2,,4,,,,,,,,4,2,1,,,,2,,,3,,,4,4,4,2,,1,,6,2,,2,,,,,,,,2,2,4,6,,,,,,,,,,,,,,,,1,,15,6,1,,4,4,4,,2,,,,,2,,,,1,,,5,4,5,5,3,4,2,,1,,2,200,50,50,,,,,,,,,,,,,,,0,,,,,,,,,,2,4,5,,4,2,,,2,,,,2,,,1,,4,5,5,1,,1,,,,,,,,,5,9,7,,9,,,,,,,,,8,,,,,,,4,,,,,,,10,,2,,,,,,,,,6,,0,300,0,4,2,,4,2,3,5,,2,,,,4,,,,,,,4,4,4,1,,3,3,,2,3,1,,,,,3,,,,,3,,,,,,,,,4,2,,4,4,5,4,4,1,1,,4,3,4,5,,1,3,,3,1,1,2,2,2,2,1,1,,,,,,,,,,,,,,,15,,,3,4,,,,,,,1,,,,,,,4,,,,,3,,2,3,,3,2,3,4,,4,4,5,4,1,1,,4,1,2,1,,,,3,,,,,,,,,,,4,,,,,,,1,3,1,,,,,,,1,,,,,,,,,,4,4,4,1,1,,4,1,,4,1,3,,4,4,4,5,4,5,4,9,8
2380,2,24,2,5,3,1,3,2,,5,1,,1,,4,1,,1,,1,,3,,,,,,,,4,4,1,2,3,,2,2,2,1,1,3,4,4,4,2,,1,,5,6,,2,,,,,,,,1,11,10,1,,,,,,,,,,,,,,,,1,,22,2,1,,5,2,5,1,2,3,,,2,2,2,,1,1,3,,4,4,4,4,4,1,2,,1,,8,170,100,10,,,,,,,,,,,,,,,0,,,,,,,,,,2,8,1,,5,1,70,1,2,3,,2,2,2,3,3,3,4,4,4,2,,1,2,3,,,,,,,8,2,3,,9,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,9,,,,0,0,0,5,1,,2,3,1,6,,1,1,,3,,2,,2,3,,1,3,3,3,2,,2,3,,2,2,1,,,,,5,,,,2,3,4,,,7,,,,,5,3,,5,2,4,4,3,1,2,1,4,1,3,5,,5,1,,1,1,4,4,4,2,3,2,2,1,2,,4,,6,,8,9,,,,,14,,,2,,,,,,,,,1,,,,,,,2,,,,,1,,3,2,,2,3,6,5,,4,4,4,4,2,,,4,1,2,1,,1,2,,4,5,,,,,,,,,,5,,,,,,1,3,,,3,4,,,,,,,,2,,2,,,,2,2,3,2,,,4,3,,2,5,4,,2,2,2,1,2,3,3,8,8
2381,2,36,5,24,5,1,3,2,,5,1,,1,,3,1,,1,,2,,3,,,,,,,,4,4,1,,3,,2,,2,1,,3,5,3,5,1,,1,,5,1,,,,,,,,,,1,11,10,1,,,,,,,,,,,,,,,,1,,30,0,1,,5,4,4,1,2,3,4,,2,2,2,2,1,1,3,1,3,4,4,5,4,3,1,,3,,8,265,70,0,,,,,,,,,,,,,,,0,,,,,,,,,,2,1,5,,4,2,,1,2,3,,2,2,2,3,3,3,5,5,5,2,,1,2,3,,,,,,,2,9,8,,2,,,,,,,6,,,,,,,,3,,,,,,,,500,,,,,,,,,9,,,,0,11000,0,4,2,,3,3,2,5,,1,1,,,,2,,,3,,,4,4,4,2,,1,3,,1,4,1,,,,,2,1,,,,3,4,5,6,,,,,,4,3,,3,3,4,3,3,1,1,,5,1,5,2,,5,2,,2,2,2,2,2,2,1,1,2,1,2,,4,,,,,,,,,,,,,,,4,5,,,,,,,,,,,6,,,,,,,3,,3,5,,3,3,6,9,,4,4,4,3,2,,,3,1,2,1,,,2,,,,,,,,,1,,,,5,,,,,,2,,,,,4,,,,,,,,,,6,,,,2,3,3,1,2,1,4,5,,3,4,1,,2,3,2,2,2,3,3,5,5
2382,2,34,4,11,4,2,3,2,,6,1,,1,,4,1,,1,,2,,4,,,,,1,,,,4,,2,3,,,2,2,,1,1,4,4,5,1,,1,,5,1,,,70000,30,70,0,0,,,2,1,4,3,,1,,,4,,6,,,,,,,,,1,,34,3,1,,3,3,4,1,,3,,,2,,2,,3,,3,,4,5,5,4,1,4,3,,3,,3,300,150,0,,,,,,,,,,,,,,,0,2,,,,,,,,,2,1,3,,4,1,50,,2,,,,2,,,3,,4,4,4,2,,1,,3,,,,,,,2,8,5,,4,,,,3,,,,,,,,,,2,,,,,,,,,25000,,,,,,,,,9,,,,70000,10000,0,4,2,,3,3,1,6,,2,,,,4,,,,,,,4,4,4,2,,2,3,,2,4,1,,,,,3,,,,,3,4,,6,,,,,,4,1,,4,4,4,4,3,2,,,4,3,2,9,,3,1,,1,1,1,2,2,1,1,1,1,,,,,,,,,,,,,,,15,,,,,,,,,9,,,,,,,6,,,,,,,1,,1,5,,2,1,3,4,,2,2,2,4,2,,,4,1,3,1,,,,,,,,,,9,,,2,3,,,,,,,,1,2,,,,,,6,,,,,,,,,,,,2,4,4,1,2,2,3,2,,3,4,3,,2,5,3,2,3,5,5,8,7
2383,2,38,5,16,3,1,1,1,1,5,3,2,,,,,,,,,1,,2,1,,,1,,,,4,1,2,,,2,2,,1,3,,2,2,1,3,,1,,5,1,,,,,,,,,,2,3,1,2,,,,,,,,,,,,,,,,1,,20,0,1,,5,4,4,1,,3,4,,2,,2,2,3,,3,3,4,4,4,4,6,,,,3,,3,,300,10,,,,,,,,,,,,,,,0,,,,,,,,,,1,2,5,,2,1,50,1,2,3,,2,2,2,3,3,3,4,5,5,1,,1,2,3,,,,,,,2,3,8,,5,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,9,,,,0,3000,0,3,,,3,1,3,2,,2,,,,4,,,,,,,3,3,3,2,,1,3,,2,4,5,,,,,1,4,,1,2,3,4,,,,,,,,4,1,,4,3,3,3,3,1,2,1,4,1,3,6,,9,,,2,4,4,4,4,3,3,3,3,1,,,,,6,,,,,,,,,,,,,,,,,,9,,,,,,,6,,,,,,,1,,1,2,,4,,,,,5,5,5,2,2,,,3,2,,8,,,,,,,,,,9,,,,,,5,,,,,,1,10,,,,,,6,,,,,,,,,,,,3,3,4,2,,,3,1,,3,1,2,,2,3,2,2,2,4,4,5,5
2384,1,23,2,6,1,2,3,2,,4,1,,4,,2,1,,5,,2,,3,,,,,,,,4,5,,,3,,,,2,,,1,4,4,4,1,,2,,2,3,,2,8000,0,0,100,0,,15,1,3,8,4,,,,,,,,,,9,,7,2,6,,2,,0,2,2,,4,3,3,,,,4,,,,,2,,,,2,4,4,4,3,6,,,,2,,1,85,50,100,,,,,,,,,,,,,,,150,1,1,,,,,,,,2,1,6,,4,2,,,2,,,,2,,,3,,4,4,4,2,,,2,,,,,,,,8,2,3,,9,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,9,,,,0,300,0,4,1,,3,1,2,3,,2,1,,,,2,,,3,,,3,3,3,2,,3,3,,2,4,5,,,,,5,,,,,,,,6,,,,,,5,3,,3,3,3,4,4,2,,,3,3,4,8,,1,3,,3,2,2,2,1,2,1,1,1,,,,,,,,,,,,,,,15,,,,,,,,,9,,,,,,,6,,,,,,,2,,5,4,,3,9,3,4,,4,4,4,3,2,,,3,1,2,1,,,2,,,5,,,,,,,,,,5,,,,,,1,4,,,,,,6,,,,,,,,,,,,3,2,3,2,,,4,3,,2,3,2,,2,2,3,3,2,4,4,4,5
2385,2,31,4,24,2,3,1,2,,5,1,,1,,3,1,,1,,2,1,2,,,,,,,,4,2,1,,3,,2,,1,2,,,4,3,4,1,,2,,3,2,,2,21000,30,70,0,0,,,1,10,2,3,,,,,,,,,,9,,,,,,3,천안,3,0,3,천안,4,2,2,,2,,,,,2,,,,3,,,2,2,2,2,3,2,1,,2,,5,200,,,30,20,5,0,5,0,0,3,5,0,5,0,73,,0,2,,,,,,,,,1,2,3,,2,2,,,,3,,,,2,,,3,3,3,4,2,,,2,3,,,,,,,2,5,9,,1,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,9,,,,20000,100,0,4,3,,3,1,2,3,,2,,,,4,,,,,,,4,2,2,2,,4,3,,1,2,1,,,,,1,8,퇴근하면 피곤하다,,,,4,,6,7,,,,,2,,,3,4,3,2,2,2,,,3,1,5,2,,4,2,,3,1,1,2,2,1,1,1,1,1,2,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,6,,,,,,,1,,3,5,,4,,,,,3,3,3,3,2,,,4,1,3,1,,,,,,,,7,,,,,,,,,,7,,,,2,,,,,,,6,,,,,,,,,,,,2,2,3,2,,,2,7,,2,8,,,2,2,2,2,2,3,3,6,4
2386,2,39,5,6,2,3,1,2,,5,1,,2,,3,3,,1,,2,1,4,,,,,,,,4,4,1,,,,2,,,1,,,4,4,4,2,,1,,5,6,,2,,,,,,,,2,12,1,3,재개발,,,,,,,,,9,,,,,,1,,39,0,1,,3,1,4,,,3,,,,,2,,,,3,,5,5,5,5,4,3,2,,3,,6,300,,,150,30,15,60,20,5,0,20,30,10,20,150,510,대출이자/보험 등,0,1,1,,3,,,6,,,1,4,12,대출 및 보험료,4,2,,,2,,,,2,,,3,,4,5,5,1,,1,2,,,,,,,,2,9,8,,6,,,2,,,,6,,,,,,,,3,,,6,,,,,2000,,,,,,,,,9,,,,0,1500,0,4,1,,2,1,2,5,,1,1,,,,2,,,3,,,4,4,4,2,,4,1,10,2,2,1,,,,,1,1,,,,3,4,,,,,,,,5,1,,2,1,4,1,1,2,,,5,2,1,6,,9,,,2,2,3,4,3,2,3,2,1,,,,4,5,6,,,9,,,,,,,,,3,,,,,,,,,,,,,6,,,,,,,3,,3,1,,3,5,9,10,,4,4,4,2,2,,,5,2,,1,,,,3,,,,,,,,,,,,5,,,,,,2,,,,,,,6,,,,,,,,,,,,1,2,3,2,,,5,4,,2,3,2,,3,4,4,4,4,4,4,5,4
